false,MLS Number,Address,City/Location,State Or Province,Zip,Subdivision,Area,Market Area,Original List Price,Close Price,Close Price Adj,Lot Size,SF,Prc/SF,Price Sq Ft List,Price Sq Ft Sold,Price Sq Ft Adj Sold,Close Date,Maint Fee Amt,Maint Fee Pay Schedule,YB,BR,FB,HB,DOM,CDOM,Latitude,Longitude,Tax Year,Tax Amount,Tax Rate,School District,School Elementary,School Middle,School High,Pool Private,Ownership,Property Type,Property Sub Type
false,82121528,21346 Rachel Manor Drive,Hockley,Texas,77447,Bauer Landing,35,Hockley,"$285,900","$285,900","$281,072","9,021","1,597",$179.02,$179.02,$179.02,$176.00,12/15/2021,$475,Annually,2021,3,2,0,,0,30.085108,-95.769366,,,,55 - Waller,EVELYN TURLINGTON ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,38613744,5202 Bay Pines Drive,Katy,Texas,77449,Westfield Village,25,Bear Creek South,"$289,000","$286,000","$286,000","8,050","2,400",$119.17,$120.42,$119.17,$119.17,12/10/2021,$375,Annually,1996,4,2,1,5,5,29.847885,-95.731908,2020,"5,415",2.91,13 - Cypress-Fairbanks,EMERY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,Yes,,Free Standing,
false,50904783,3906 Tigris Ridge Drive,Katy,Texas,77449,Westfield Sec 14,25,Katy - North,"$295,000","$286,000","$285,000","7,189","2,407",$118.82,$122.56,$118.82,$118.40,09/07/2021,$400,Annually,2004,4,2,1,,0,29.828040,-95.709565,2020,"6,220",2.92,30 - Katy,RHOADS ELEMENTARY SCHOOL,CARDIFF JUNIOR HIGH SCHOOL,MAYDE CREEK HIGH SCHOOL,No,,Free Standing,
false,53682020,21506 Cherry Sage Court,Katy,Texas,77449,Lantana,25,Bear Creek South,"$270,000","$286,000","$286,000","6,476","1,760",$162.50,$153.41,$162.50,$162.50,07/21/2021,$455,Annually,2019,3,2,0,4,4,29.875795,-95.743758,2020,"5,433",2.90,13 - Cypress-Fairbanks,WALKER ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,53049073,6735 Verbena Blossom Trail,Katy,Texas,77449,Lantana,25,Bear Creek South,"$272,989","$286,141","$286,141",,"2,304",$124.19,$118.48,$124.19,$124.19,03/30/2021,$470,Annually,2021,4,2,1,,0,29.875700,-95.743000,2020,,2.90,13 - Cypress-Fairbanks,WALKER ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,97903322,5122 Belmont Harvest Way,Katy,Texas,77449,Jasmine Heights,25,Bear Creek South,"$286,490","$286,490","$282,377",,"1,750",$163.71,$163.71,$163.71,$161.36,11/22/2021,$320,Annually,2021,4,2,0,,0,29.851818,-95.737785,,,,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,82006937,5131 Jasper Gardens Circle,Katy,Texas,77449,Jasmine Heights,25,Bear Creek South,"$286,490","$286,490","$284,060",,"1,750",$163.71,$163.71,$163.71,$162.32,11/30/2021,$320,Annually,2021,4,2,0,19,19,29.851818,-95.737785,,,,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,13207567,21331 Hendricks Hollow Lane,Katy,Texas,77449,Jasmine Heights,25,Katy - North,"$286,490","$286,490","$282,199",,"1,750",$163.71,$166.85,$163.71,$161.26,11/29/2021,$320,Annually,2021,4,2,0,31,31,29.852738,-95.742516,,,,30 - Katy,GOLBOW ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,PAETOW HIGH SCHOOL,No,,Free Standing,
false,88401233,20826 Dryden Prairie Road,Katy,Texas,77449,Jasmine Heights,25,Katy - North,"$284,490","$286,490","$281,940",,"1,796",$159.52,$159.52,$159.52,$156.98,08/31/2021,$320,Annually,2021,4,2,0,11,11,29.856303,-95.740834,,,,13 - Cypress-Fairbanks,GOLBOW ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,PAETOW HIGH SCHOOL,No,,Free Standing,
false,46500587,5123 Cortland Pine Trail,Katy,Texas,77449,Jasmine Heights,25,Bear Creek South,"$272,490","$286,490","$281,624",,"1,750",$163.71,$162.57,$163.71,$160.93,11/24/2021,$320,Annually,2021,4,2,0,2,2,29.856718,-95.738648,,,,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,70972706,3523 Morning Cove Lane Lane,Katy,Texas,77449,Enclave At Bridgewater Sec 01,25,Katy - North,"$279,700","$286,500","$286,500","5,069","2,690",$106.51,$103.98,$106.51,$106.51,11/05/2021,$455,Annually,2002,4,2,1,4,4,29.826211,-95.756459,2020,"6,258",2.88,30 - Katy,GOLBOW ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,PAETOW HIGH SCHOOL,No,,Free Standing,
false,81736370,21006 Capulin Lakes Drive,Hockley,Texas,77447,Bauer Landing,35,Hockley,"$285,900","$286,900","$282,048","5,175","1,798",$159.57,$159.57,$159.57,$156.87,12/07/2021,$475,Annually,2021,3,2,0,5,5,30.080487,-95.771152,,,,55 - Waller,EVELYN TURLINGTON ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,15313284,22126 Roxanne Field Lane,Hockley,Texas,77447,Bauer Landing,35,Hockley,"$370,900","$286,900","$282,966","6,727","2,415",$118.80,$155.65,$118.80,$117.17,11/23/2021,$475,Annually,2021,4,3,1,80,80,30.082165,-95.771278,,,,55 - Waller,EVELYN TURLINGTON ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,71957389,22054 Buffalo Braun Drive,Hockley,Texas,77447,Bauer Landing,35,Hockley,"$292,900","$286,900","$282,966","5,740","1,798",$159.57,$162.90,$159.57,$157.38,11/23/2021,$475,Annually,2021,3,2,0,63,63,30.080301,-95.771442,,,,55 - Waller,EVELYN TURLINGTON ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,70781549,20715 Nala Bear Drive,Hockley,Texas,77447,BAUER LANDING,35,Hockley,"$284,900","$286,900","$286,900","5,400","2,593",$110.64,$117.20,$110.64,$110.64,06/28/2021,$432,Annually,2021,5,2,1,4,4,30.080746,-95.772390,,,,55 - Waller,EVELYN TURLINGTON ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,70143445,22706 Klingamans Way,Hockley,Texas,77447,Bauer Lndg Sec 3,35,Hockley,"$305,000","$287,000","$287,000","5,564","2,455",$116.90,$120.98,$116.90,$116.90,12/29/2021,$432,Annually,2017,4,2,1,23,23,30.082354,-95.777214,2021,"6,802",2.94,55 - Waller,EVELYN TURLINGTON ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,21954693,3746 Landon Park Drive,Katy,Texas,77449,Westfield Terra R/P,25,Katy - North,"$274,900","$287,000","$285,500","7,146","2,256",$127.22,$121.85,$127.22,$126.55,09/16/2021,$440,Annually,1992,4,2,1,6,6,29.826580,-95.728468,2020,"4,652",2.48,30 - Katy,MCROBERTS ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,Yes,,Free Standing,
false,46571706,22406 Albee Drive,Katy,Texas,77449,Bridgewater Place Sec 01,25,Katy - North,"$278,000","$287,000","$287,000","6,000","2,231",$128.64,$124.61,$128.64,$128.64,06/23/2021,$350,Annually,2011,4,2,1,5,5,29.816116,-95.759431,2020,"6,202",2.88,30 - Katy,MORTON RANCH ELEMENTARY SCHOOL,MORTON RANCH JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,,Free Standing,
false,76915848,3619 Stacy Park Circle,Katy,Texas,77449,Lakes of Bridgewater,25,Katy - North,"$280,000","$287,500","$280,000","7,129","2,741",$104.89,$102.15,$104.89,$102.15,11/29/2021,$450,Annually,1996,4,2,1,3,3,29.822403,-95.742212,2020,"5,656",2.88,30 - Katy,GOLBOW ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,PAETOW HIGH SCHOOL,No,Full Ownership,Free Standing,
false,4258110,18635 S Wimbledon Drive,Katy,Texas,77449,Brenwood Sec 07,25,Bear Creek South,"$280,000","$287,600","$287,600","5,500","2,558",$112.43,$109.46,$112.43,$112.43,09/20/2021,$480,Annually,2004,4,2,1,4,4,29.858684,-95.694138,2020,"6,033",2.75,13 - Cypress-Fairbanks,SHERIDAN ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),WATKINS MIDDLE SCHOOL,CYPRESS LAKES HIGH SCHOOL,No,,Free Standing,
false,76525494,4311 Sassari Court,Katy,Texas,77449,Ventana Lakes,25,Katy - North,"$287,620","$287,620","$283,620",,"2,034",$141.41,$141.41,$141.41,$139.44,06/25/2021,$800,Annually,2021,4,2,0,,0,29.835583,-95.770146,,,,30 - Katy,BETHKE ELEMENTARY SCHOOL,STOCKDICK JUNIOR HIGH SCHOOL,PAETOW HIGH SCHOOL,No,,Free Standing,
false,52891531,31430 Cardrona Peak Place,Hockley,Texas,77447,Dellrose,35,Hockley,"$298,824","$287,800","$281,800",,"1,951",$147.51,$148.12,$147.51,$144.44,02/26/2021,,,2020,3,2,0,111,111,30.019211,-95.786579,,,,55 - Waller,ROBERTS ROAD ELEMENTARY SCHOOL,WALLER JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,17976913,21302 Sunshine Meadow Drive,Hockley,Texas,77447,Bauer Landing,35,Hockley,"$310,900","$287,900","$284,771","7,565","1,850",$155.62,$168.05,$155.62,$153.93,08/04/2021,$432,Annually,2021,3,2,0,,0,30.083915,-95.770412,,,,55 - Waller,EVELYN TURLINGTON ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,87809473,4234 Swaying Tree Lane,Katy,Texas,77449,Westfield Ranch,25,Bear Creek South,"$255,423","$287,990","$287,990",,"1,776",$162.16,$168.22,$162.16,$162.16,04/16/2021,$475,Annually,2020,3,2,0,257,257,29.835224,-95.726875,2017,,3.32,13 - Cypress-Fairbanks,M ROBINSON ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,45893133,5035 Juniper Spring Trail,Katy,Texas,77449,Ricewood Village Sec 06,25,Bear Creek South,"$289,900","$288,000","$288,000","4,725","2,390",$120.50,$120.46,$120.50,$120.50,12/08/2021,$459,Annually,2012,4,2,1,59,59,29.843297,-95.725071,2020,"6,198",3.09,13 - Cypress-Fairbanks,M ROBINSON ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,2802936,20822 Whitehaven Bluff Trail,Katy,Texas,77449,Jasmine Heights,25,Bear Creek South,"$275,190","$288,000","$288,000","6,194","2,068",$139.26,$133.07,$139.26,$139.26,06/07/2021,$330,Annually,2017,4,2,0,9,9,29.858065,-95.736070,2020,"6,988",2.90,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,12987818,20930 Westfield Grove Place,Katy,Texas,77449,The Meadows at Westfield Village,25,Bear Creek South,"$285,000","$288,000","$288,000","6,050","2,716",$106.04,$104.93,$106.04,$106.04,05/19/2021,$470,Annually,2018,4,2,1,13,13,29.842904,-95.736591,2020,"7,496",2.91,13 - Cypress-Fairbanks,M ROBINSON ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,85068584,20706 Beeston Glade Lane,Katy,Texas,77449,Westfield Ranch,25,Bear Creek South,"$288,175","$288,175","$288,175",,"2,785",$103.47,$103.47,$103.47,$103.47,04/30/2021,$475,Annually,2020,4,2,1,,0,29.836213,-95.727869,2017,,3.32,13 - Cypress-Fairbanks,M ROBINSON ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,65628643,21650 Sage Landing Lane,Katy,Texas,77449,Lantana,25,Bear Creek South,"$298,990","$288,468","$283,393","11,309","1,510",$191.04,$198.01,$191.04,$187.68,12/30/2021,$470,Annually,2021,3,2,0,5,5,29.877185,-95.743862,2019,,3.04,13 - Cypress-Fairbanks,WALKER ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,55069764,21306 Suffolk Sky Court,Katy,Texas,77449,Vineyard Mdw Sec 5,25,Katy - North,"$300,000","$288,500","$285,500","8,985","3,390",$85.10,$88.50,$85.10,$84.22,03/15/2021,$645,Annually,2013,4,2,1,15,15,29.838451,-95.743314,2020,"6,964",2.84,30 - Katy,GOLBOW ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,PAETOW HIGH SCHOOL,No,,Free Standing,
false,84589048,21207 Solstice Point Drive,Hockley,Texas,77447,Bauer Landing,35,Hockley,"$277,900","$288,900","$285,471","8,100","2,124",$136.02,$136.02,$136.02,$134.40,03/25/2021,$432,Annually,2020,4,2,0,71,71,30.081004,-95.772328,,,,55 - Waller,EVELYN TURLINGTON ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,62002080,4207 Capri Island Court,Katy,Texas,77449,Ventana Lakes,25,Katy - North,"$285,990","$288,990","$285,470","11,877","2,563",$112.75,$112.75,$112.75,$111.38,06/28/2021,$800,Annually,2021,4,2,1,21,21,29.834610,-95.769759,,,,30 - Katy,BETHKE ELEMENTARY SCHOOL,STOCKDICK JUNIOR HIGH SCHOOL,PAETOW HIGH SCHOOL,No,,Free Standing,
false,14751687,1645 9th Street,Hempstead,Texas,77445,City of Hempstead,26,Hempstead,"$319,000","$289,000","$289,000","15,625","2,453",$117.81,$117.81,$117.81,$117.81,09/20/2021,,,1986,3,2,1,41,41,30.089307,-96.078035,,,,24 - Hempstead,HEMPSTEAD ELEMENTARY SCHOOL,HEMPSTEAD MIDDLE SCHOOL,HEMPSTEAD HIGH SCHOOL,No,,Free Standing,
false,18061816,4210 Capri Island Court,Katy,Texas,77449,Ventana Lakes,25,Katy - North,"$289,490","$289,490","$281,979","9,011","2,733",$105.92,$105.92,$105.92,$103.18,06/25/2021,$800,Annually,2021,5,3,0,15,15,29.834528,-95.770388,2020,,3.34,30 - Katy,BETHKE ELEMENTARY SCHOOL,STOCKDICK JUNIOR HIGH SCHOOL,PAETOW HIGH SCHOOL,No,,Free Standing,
false,59617260,18722 Lansdowne Stream Path,Katy,Texas,77449,Adelaide,25,Bear Creek South,"$285,000","$289,500","$289,500","3,649","2,318",$124.89,$122.95,$124.89,$124.89,12/07/2021,$500,Annually,2019,4,2,1,13,13,29.854526,-95.694445,,,1.34,13 - Cypress-Fairbanks,SHERIDAN ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),WATKINS MIDDLE SCHOOL,CYPRESS LAKES HIGH SCHOOL,No,,Free Standing,
false,92637634,31514 Eldorado Lane,Fulshear,Texas,77441,Polo Ranch,30,Fulshear/South Brookshire/Simonton,"$296,615","$289,865","$289,865","6,253","2,409",$120.33,$123.13,$120.33,$120.33,05/14/2021,$675,Annually,2021,5,3,0,3,3,29.688531,-95.913290,,,3.62,33 - Lamar Consolidated,HUGGINS ELEMENTARY SCHOOL,LEAMAN JUNIOR HIGH SCHOOL,FULSHEAR HIGH SCHOOL,No,,Free Standing,
false,24139651,21342 Rachel Manor Drive,Hockley,Texas,77447,Bauer Landing,35,Hockley,"$289,900","$289,900","$285,008","11,075","1,798",$161.23,$161.23,$161.23,$158.51,12/15/2021,$475,Annually,2021,3,2,0,15,15,30.084706,-95.769441,,,,55 - Waller,EVELYN TURLINGTON ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,26764281,22135 Gaynor Grove Lane,Hockley,Texas,77447,Bauer Landing,35,Hockley,"$275,900","$289,900","$285,426","13,993","1,798",$161.23,$162.35,$161.23,$158.75,10/08/2021,$432,Annually,2021,3,2,0,79,79,30.078841,-95.771888,,,,55 - Waller,EVELYN TURLINGTON ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,74955012,22107 Hanna Hills Drive,Hockley,Texas,77447,Bauer Landing,35,Hockley,"$289,900","$289,900","$286,597","7,200","1,850",$156.70,$159.95,$156.70,$154.92,08/11/2021,$432,Annually,2021,3,2,0,2,2,30.082913,-95.771954,,,,55 - Waller,EVELYN TURLINGTON ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,69631898,21315 Solstice Point Drive,Hockley,Texas,77447,Bauer Landing,35,Hockley,"$289,900","$289,900","$287,034","19,018","2,124",$136.49,$136.49,$136.49,$135.14,05/18/2021,$432,Annually,2021,4,2,0,,0,30.081004,-95.772328,,,,55 - Waller,EVELYN TURLINGTON ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,78841343,20622 Andorra Hills Lane,Katy,Texas,77449,Jasmine Heights Sec 6,25,Bear Creek South,$279,"$290,000","$290,000","6,702","1,913",$151.59,$145.84,$151.59,$151.59,12/29/2021,$350,Annually,2016,3,2,0,7,7,29.852841,-95.733582,2021,"6,393",2.91,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,82019152,4346 Payton Manor Lane,Katy,Texas,77449,Windstone Colony South Sec 2,25,Bear Creek South,"$290,000","$290,000","$289,000","8,627","2,159",$134.32,$134.32,$134.32,$133.86,12/17/2021,$525,Annually,2014,4,2,1,2,2,29.835809,-95.714605,2021,"6,378",2.88,13 - Cypress-Fairbanks,M ROBINSON ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,34834107,3934 Brook Garden Lane,Katy,Texas,77449,Lakes Bridgewater Sec 09,25,Katy - North,"$245,000","$290,000","$285,000","8,043","2,424",$119.64,$101.07,$119.64,$117.57,12/03/2021,$490,Annually,2004,4,2,1,2,2,29.829466,-95.741583,2021,"6,361",2.88,30 - Katy,GOLBOW ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,PAETOW HIGH SCHOOL,No,Full Ownership,Free Standing,
false,7309997,5622 Bear Meadow Lane,Katy,Texas,77449,Villages/Bear Crk Sec 7,25,Bear Creek South,"$289,900","$290,000","$289,000","6,591","2,471",$117.36,$117.32,$117.36,$116.96,11/24/2021,$500,Annually,2002,4,2,1,5*,35,29.853187,-95.724767,2021,"6,609",3.09,13 - Cypress-Fairbanks,HEMMENWAY ELEMENTARY SCHOOL,ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,3070390,4646 Cullen Brook Road,Katy,Texas,77449,Meadows/Westfield Village Sec 3,25,Bear Creek South,"$282,000","$290,000","$290,000","6,680","2,510",$115.54,$112.35,$115.54,$115.54,11/19/2021,$495,Annually,2019,3,2,1,1,1,29.840622,-95.733016,2020,"4,271",2.91,13 - Cypress-Fairbanks,M ROBINSON ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,39325486,20315 Upland Fair Lane,Katy,Texas,77449,Westfield Terra,25,Katy - North,"$289,990","$290,000","$290,000","6,050","2,116",$137.05,$137.05,$137.05,$137.05,10/13/2021,$485,Annually,2005,4,2,0,7*,30,29.830200,-95.724793,2020,"4,811",2.48,30 - Katy,MCROBERTS ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,,Free Standing,
false,80440676,3838 Goldleaf Trail Drive,Katy,Texas,77449,Raintree Village,25,Katy - North,"$285,000","$290,000","$289,000","5,750","1,884",$153.93,$151.27,$153.93,$153.40,09/20/2021,$450,Annually,2016,3,2,0,6,6,29.828439,-95.731072,2020,"5,559",2.69,30 - Katy,FRANZ ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,,Free Standing,
false,43135411,25236 Armagh Street,Hempstead,Texas,77445,Rolling Hills 1,26,Waller,"$299,000","$290,000","$290,000","18,295","1,908",$151.99,$156.71,$151.99,$151.99,10/18/2021,$60,Annually,2019,4,2,1,7,7,30.151156,-96.025001,2020,"4,585",2.08,55 - Waller,H T JONES ELEMENTARY SCHOOL,SCHULTZ JUNIOR HIGH SCHOOL,WALLER HIGH SCHOOL,No,,Free Standing,
false,94253296,20439 Westfield Estates Drive,Katy,Texas,77449,Westfield Terra,25,Katy - North,"$270,000","$290,000","$290,000","6,050","2,324",$124.78,$116.18,$124.78,$124.78,09/20/2021,$460,Annually,1999,4,2,1,5,5,29.827011,-95.727346,2020,"5,140",2.48,30 - Katy,MCROBERTS ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,,Free Standing,
false,10608347,3007 Bridge Water Manor Lane,Katy,Texas,77449,Lakes Bridgewater Sec 10,25,Katy - North,"$285,000","$290,000","$286,050","6,205","3,326",$87.19,$85.69,$87.19,$86.00,09/30/2021,$450,Annually,2003,4,2,1,6,6,29.818193,-95.750537,2020,"6,564",2.88,30 - Katy,GOLBOW ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,PAETOW HIGH SCHOOL,No,,Free Standing,
false,73247470,2503 Seahorse Bend Drive,Katy,Texas,77449,Lakes/Mason Park Sec 1 Amd,25,Katy - North,"$329,000","$290,000","$290,000","7,077","2,687",$107.93,$111.65,$107.93,$107.93,09/28/2021,$475,Annually,2009,4,2,1,31,31,29.810288,-95.756720,2020,"6,531",2.88,30 - Katy,MORTON RANCH ELEMENTARY SCHOOL,MORTON RANCH JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,,Free Standing,
false,47984342,20806 Oak Rain Court,Katy,Texas,77449,Raintree Village Sec 05,25,Katy - North,"$279,900","$290,000","-$2,205","6,437","2,585",$112.19,$108.28,$112.19,-$0.85,08/13/2021,$435,Annually,2005,4,2,1,8,8,29.817201,-95.733936,2020,"5,734",2.69,30 - Katy,FRANZ ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,,Free Standing,
false,86153635,21423 Dalea Manor Drive,Katy,Texas,77449,Lantana Sec 3,25,Bear Creek South,"$285,000","$290,000","$290,000","6,395","1,685",$172.11,$169.14,$172.11,$172.11,08/20/2021,$475,Annually,2019,3,2,0,19,19,29.873887,-95.742168,2020,"4,521",2.90,13 - Cypress-Fairbanks,WALKER ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),ROWE MIDDLE SCHOOL,CYPRESS PARK HIGH SCHOOL,No,,Free Standing,
false,26734671,20918 Westfield Terrace Trail,Katy,Texas,77449,Meadows/Westfield Village Sec 1,25,Bear Creek South,"$285,000","$290,000","$290,000","6,152","2,537",$114.31,$112.34,$114.31,$114.31,07/07/2021,$495,Annually,2018,3,2,1,4,4,29.841013,-95.735900,2020,"7,084",2.91,13 - Cypress-Fairbanks,M ROBINSON ELEMENTARY SCHOOL,THORNTON MIDDLE SCHOOL (CY-FAIR),CYPRESS PARK HIGH SCHOOL,No,Full Ownership,Free Standing,
false,72185669,4518 Lake Village Drive,Fulshear,Texas,77441,Weston Lakes Village,30,Fulshear/South Brookshire/Simonton,"$349,500","$290,000","$290,000","5,569","2,860",$101.40,$122.20,$101.40,$101.40,06/10/2021,"$1,100",Annually,1992,3,3,0,46,46,29.667761,-95.943094,2020,"7,755",2.18,33 - Lamar Consolidated,HUGGINS ELEMENTARY SCHOOL,LEAMAN JUNIOR HIGH SCHOOL,FULSHEAR HIGH SCHOOL,No,Full Ownership,Free Standing,
false,92580109,3210 Palacious Falls Lane,Katy,Texas,77449,Waterstone,25,Katy - North,"$290,000","$290,000","$288,000","6,325","2,250",$128.89,$128.89,$128.89,$128.00,04/07/2021,$700,Annually,2012,4,2,0,10*,33,29.820489,-95.759528,2019,"6,878",3.32,30 - Katy,MORTON RANCH ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,PAETOW HIGH SCHOOL,No,,Free Standing,
false,71761231,4607 Primrose Valley Lane,Fulshear,Texas,77441,Cross Creek Ranch,30,Katy - Southwest,"$305,465","$290,000","$290,000",,"1,891",$153.36,$161.54,$153.36,$153.36,04/13/2021,"$1,300",Annually,2020,3,2,0,15,15,29.719168,-95.880578,,,,33 - Lamar Consolidated,HUGGINS ELEMENTARY SCHOOL,LEAMAN JUNIOR HIGH SCHOOL,FULSHEAR HIGH SCHOOL,No,Full Ownership,Free Standing,
false,78079923,22607 Unicorns Horn Lane,Katy,Texas,77449,Williamsburg Settlement Sec 03,25,Katy - North,"$329,900","$290,000","$287,000","9,104","3,109",$93.28,$102.89,$93.28,$92.31,02/05/2021,$720,Annually,1981,4,3,1,57,57,29.800123,-95.765039,2020,"7,108",2.71,30 - Katy,WINBORN ELEMENTARY SCHOOL,MORTON RANCH JUNIOR HIGH SCHOOL,MORTON RANCH HIGH SCHOOL,No,,Free Standing,
false,36747040,6607 Taylor Park Lane,Katy,Texas,77449,Barker Village Sec 2 Pt Rep 1,25,Bear Creek South,"$285,000","$290,000","$290,000","6,192","3,277",$88.50,$86.97,$88.50,$88.50,02/26/2021,$665,Annually,2014,5,3,1,30,30,29.868245,-95.695360,2020,"6,539",2.79,13 - Cypress-Fairbanks,MCFEE ELEMENTARY SCHOOL,KAHLA MIDDLE SCHOOL,CYPRESS SPRINGS HIGH SCHOOL,No,,Free Standing,
false,7809422,5223 Misty Iris Circle,Katy,Texas,77449,Jasmine Heights,25,Katy - North,"$290,490","$290,490","$286,960",,"1,796",$161.74,$161.74,$161.74,$159.78,12/27/2021,$320,Annually,2021,4,2,0,3,3,29.852738,-95.742516,,,,30 - Katy,GOLBOW ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,PAETOW HIGH SCHOOL,No,,Free Standing,
false,42769892,5227 Tremont Estates Trail,Katy,Texas,77449,Jasmine Heights,25,Katy - North,"$290,490","$290,490","$285,660",,"2,319",$125.27,$125.27,$125.27,$123.18,08/25/2021,$320,Annually,2021,4,3,0,3,3,29.853714,-95.747057,,,,13 - Cypress-Fairbanks,GOLBOW ELEMENTARY SCHOOL,MCDONALD JUNIOR HIGH SCHOOL,PAETOW HIGH SCHOOL,No,,Free Standing,
